movieId,title,fullPrice
348,Air Jordan 1 Low,110
349,Air Jordan 1 Low,110
350,Air Jordan 1 Low,110
351,Air Jordan 1 Low,110
352,Air Jordan 1 Low,110
353,Air Jordan 1 Low,110
354,Air Jordan 1 Low,110
355,Air Jordan 1 Low,110
356,Air Jordan 1 Low,110
357,Air Jordan 1 Low,110
358,Air Jordan 1 Low,110
359,Air Jordan 1 Low,110
360,Air Jordan 1 Low,110
361,Air Jordan 1 Low,110
362,Air Jordan 1 Low,110
363,Air Jordan 1 Low,110
364,Air Jordan 1 Low,110
365,Air Jordan 1 Low,110
366,Air Jordan 1 Low,110
367,Air Jordan 1 Low,110
368,Air Jordan 1 Low,110
369,Air Jordan 1 Low,110
370,Air Jordan 1 Low,110
371,Air Jordan 1 Low,110
372,Air Jordan 1 Low,110
373,Air Jordan 1 Low,110
374,Air Jordan 1 Low,110
376,Air Jordan 1 Low,110
377,Air Jordan 1 Low,110
378,Air Jordan 1 Low,110
379,Air Jordan 1 Low,110
380,Air Jordan 1 Low,110
381,Air Jordan 1 Low,110
382,Air Jordan 1 Low,110
383,Air Jordan 1 Low,110
384,Air Jordan 1 Low,110
385,Air Jordan 1 Low,110
386,Air Jordan 1 Low,110
387,Air Jordan 1 Low,110
388,Air Jordan 1 Low,110
389,Air Jordan 1 Low,110
390,Air Jordan 1 Low,110
391,Air Jordan 1 Low,110
393,Air Jordan 1 Low,110
405,Air Jordan 1 Low,110
406,Air Jordan 1 Low,110
407,Air Jordan 1 Low,110
408,Air Jordan 1 Low,110
409,Air Jordan 1 Low,110
410,Air Jordan 1 Low,110
412,Air Jordan 1 Low,110
413,Air Jordan 1 Low,110
414,Air Jordan 1 Low,110
415,Air Jordan 1 Low,110
416,Air Jordan 1 Low,110
417,Air Jordan 1 Low,110
418,Air Jordan 1 Low,110
419,Air Jordan 1 Low,110
420,Air Jordan 1 Low,110
421,Air Jordan 1 Low,110
422,Air Jordan 1 Low,110
423,Air Jordan 1 Low,110
424,Air Jordan 1 Low,110
425,Air Jordan 1 Low,110
426,Air Jordan 1 Low,110
427,Air Jordan 1 Low,110
428,Air Jordan 1 Low,110
429,Air Jordan 1 Low,110
430,Air Jordan 1 Low,110
431,Air Jordan 1 Low,110
432,Air Jordan 1 Low,110
433,Air Jordan 1 Low,110
434,Air Jordan 1 Low,110
435,Air Jordan 1 Low,110
436,Air Jordan 1 Low,110
437,Air Jordan 1 Low,110
438,Air Jordan 1 Low,110
440,Air Jordan 1 Low,110
441,Air Jordan 1 Low,110
442,Air Jordan 1 Low,110
444,Air Jordan 1 Low,110
445,Air Jordan 1 Low,110
446,Air Jordan 1 Low,110
448,Air Jordan 1 Low,110
449,Air Jordan 1 Low,110
450,Air Jordan 1 Low,110
451,Air Jordan 1 Low,110
452,Air Jordan 1 Low,110
453,Air Jordan 1 Low,110
454,Air Jordan 1 Low,110
455,Air Jordan 1 Low,110
456,Air Jordan 1 Low,110
457,Air Jordan 1 Low,110
458,Air Jordan 1 Low,110
459,Air Jordan 1 Low,110
460,Air Jordan 1 Low,110
461,Air Jordan 1 Low,110
464,Air Jordan 1 Low,110
466,Air Jordan 1 Low,110
467,Air Jordan 1 Low,110
468,Air Jordan 1 Low,110
469,Air Jordan 1 Low,110
470,Air Jordan 1 Low,110
471,Air Jordan 1 Low,110
472,Air Jordan 1 Low,110
473,Air Jordan 1 Low,110
474,Air Jordan 1 Low,110
475,Air Jordan 1 Low,110
476,Air Jordan 1 Low,110
477,Air Jordan 1 Low,110
478,Air Jordan 1 Low,110
479,Air Jordan 1 Low,110
480,Air Jordan 1 Low,110
481,Air Jordan 1 Low,110
482,Air Jordan 1 Low,110
484,Air Jordan 1 Low,110
485,Air Jordan 1 Low,110
486,Air Jordan 1 Low,110
487,Air Jordan 1 Low,110
488,Air Jordan 1 Low,110
489,Air Jordan 1 Low,110
490,Air Jordan 1 Low,110
491,Air Jordan 1 Low,110
492,Air Jordan 1 Low,110
493,Air Jordan 1 Low,110
494,Air Jordan 1 Low,110
495,Air Jordan 1 Low,110
496,Air Jordan 1 Low,110
497,Air Jordan 1 Low,110
499,Air Jordan 1 Low,110
500,Air Jordan 1 Low,110
501,Air Jordan 1 Low,110
502,Air Jordan 1 Low,110
504,Air Jordan 1 Low,110
505,Air Jordan 1 Low,110
506,Air Jordan 1 Low,110
507,Air Jordan 1 Low,110
508,Air Jordan 1 Low,110
509,Air Jordan 1 Low,110
510,Air Jordan 1 Low,110
511,Air Jordan 1 Low,110
512,Air Jordan 1 Low,110
513,Air Jordan 1 Low,110
514,Air Jordan 1 Low,110
515,Air Jordan 1 Low,110
516,Air Jordan 1 Low,110
517,Air Jordan 1 Low,110
518,Air Jordan 1 Low,110
519,Air Jordan 1 Low,110
520,Air Jordan 1 Low,110
521,Nike Gamma Force,90
522,Nike Gamma Force,90
523,Nike Gamma Force,90
524,Nike Gamma Force,90
526,Nike Gamma Force,90
527,Nike Gamma Force,90
528,Nike Gamma Force,90
529,Nike Gamma Force,90
531,Nike Gamma Force,90
532,Nike Gamma Force,90
533,Nike Gamma Force,90
534,Nike Gamma Force,90
535,Nike Gamma Force,90
536,Nike Gamma Force,90
537,Nike Gamma Force,90
538,Nike Gamma Force,90
539,Nike Gamma Force,90
540,Nike Gamma Force,90
541,Nike Gamma Force,90
542,Nike Gamma Force,90
543,Nike Gamma Force,90
544,Nike Gamma Force,90
546,Nike Gamma Force,90
547,Nike Gamma Force,90
548,Nike Gamma Force,90
549,Nike Gamma Force,90
550,Nike Gamma Force,90
551,Nike Gamma Force,90
552,Nike Gamma Force,90
553,Nike Gamma Force,90
555,Nike Gamma Force,90
556,Nike Gamma Force,90
558,Nike Gamma Force,90
562,Nike Gamma Force,90
563,Nike Gamma Force,90
564,Nike Gamma Force,90
567,Nike Gamma Force,90
568,Nike Gamma Force,90
569,Nike Gamma Force,90
573,Nike Gamma Force,90
574,Nike Gamma Force,90
575,Nike Gamma Force,90
577,Nike Gamma Force,90
579,Nike Gamma Force,90
580,Nike Gamma Force,90
581,Nike Gamma Force,90
583,Nike Gamma Force,90
585,Nike Gamma Force,90
586,Nike Gamma Force,90
587,Nike Gamma Force,90
588,Nike Gamma Force,90
589,Nike Gamma Force,90
590,Nike Gamma Force,90
592,Nike Gamma Force,90
593,Nike Gamma Force,90
594,Nike Gamma Force,90
595,Nike Gamma Force,90
596,Nike Gamma Force,90
597,Nike Gamma Force,90
599,Nike Gamma Force,90
600,Nike Gamma Force,90
602,Nike Gamma Force,90
605,Nike Gamma Force,90
606,Nike Gamma Force,90
608,Nike Gamma Force,90
609,Nike Gamma Force,90
610,Nike Gamma Force,90
611,Nike Gamma Force,90
612,Nike Gamma Force,90
613,Nike Gamma Force,90
615,Nike Gamma Force,90
616,Nike Gamma Force,90
617,Nike Gamma Force,90
618,Nike Gamma Force,90
619,Nike Gamma Force,90
626,Nike Gamma Force,90
627,Nike Gamma Force,90
628,Nike Gamma Force,90
631,Nike Gamma Force,90
632,Nike Gamma Force,90
633,Nike Gamma Force,90
634,Nike Gamma Force,90
635,Nike Gamma Force,90
636,Nike Gamma Force,90
637,Nike Blazer Mid '77,105
638,Nike Blazer Mid '77,105
639,Nike Blazer Mid '77,105
640,Nike Blazer Mid '77,105
645,Nike Blazer Mid '77,105
647,Nike Blazer Mid '77,105
648,Nike Blazer Mid '77,105
649,Nike Blazer Mid '77,105
650,Nike Blazer Mid '77,105
653,Nike Blazer Mid '77,105
656,Nike Blazer Mid '77,105
661,Nike Blazer Mid '77,105
662,Nike Blazer Mid '77,105
663,Nike Blazer Mid '77,105
665,Nike Blazer Mid '77,105
667,Nike Blazer Mid '77,105
668,Nike Blazer Mid '77,105
670,Nike Blazer Mid '77,105
671,Nike Blazer Mid '77,105
673,Nike Blazer Mid '77,105
674,Nike Blazer Mid '77,105
678,Nike Blazer Mid '77,105
679,Nike Blazer Mid '77,105
680,Nike Blazer Mid '77,105
685,Nike Blazer Mid '77,105
688,Nike Blazer Mid '77,105
691,Nike Blazer Mid '77,105
692,Nike Blazer Mid '77,105
694,Nike Blazer Mid '77,105
695,Nike Blazer Mid '77,105
697,Nike Blazer Mid '77,105
698,Nike Blazer Mid '77,105
700,Nike Blazer Mid '77,105
703,Nike Blazer Mid '77,105
704,Nike Blazer Mid '77,105
706,Nike Blazer Mid '77,105
707,Nike Blazer Mid '77,105
708,Nike Blazer Mid '77,105
709,Nike Blazer Mid '77,105
710,Nike Blazer Mid '77,105
711,Nike Blazer Mid '77,105
714,Nike Blazer Mid '77,105
715,Nike Blazer Mid '77,105
718,Nike Blazer Mid '77,105
719,Nike Blazer Mid '77,105
720,Nike Blazer Mid '77,105
722,Nike Blazer Mid '77,105
724,Nike Blazer Mid '77,105
725,Nike Blazer Mid '77,105
726,Nike Blazer Mid '77,105
728,Nike Blazer Mid '77,105
731,Nike Blazer Mid '77,105
733,Nike Blazer Mid '77,105
735,Nike Blazer Mid '77,105
736,Nike Blazer Mid '77,105
737,Nike Blazer Mid '77,105
741,Nike Blazer Mid '77,105
742,Nike Blazer Mid '77,105
743,Nike Blazer Mid '77,105
745,Nike Blazer Mid '77,105
747,Nike Blazer Mid '77,105
748,Nike Blazer Mid '77,105
750,Nike Blazer Mid '77,105
757,Nike Blazer Mid '77,105
759,Nike Blazer Mid '77,105
760,Nike Blazer Mid '77,105
761,Nike Blazer Mid '77,105
762,Nike Blazer Mid '77,105
764,Nike Blazer Mid '77,105
765,Nike Blazer Mid '77,105
766,Nike Blazer Mid '77,105
773,Nike Blazer Mid '77,105
775,Nike Blazer Mid '77,105
778,Nike Blazer Mid '77,105
779,Nike Blazer Mid '77,105
780,Nike Blazer Mid '77,105
781,Nike Blazer Mid '77,105
782,Nike Blazer Mid '77,105
783,Nike Blazer Mid '77,105
784,Nike Blazer Mid '77,105
785,Nike Blazer Mid '77,105
786,Nike Blazer Mid '77,105
788,Nike Blazer Mid '77,105
790,Nike Blazer Mid '77,105
791,Nike Blazer Mid '77,105
795,Nike Blazer Mid '77,105
798,Nike Blazer Mid '77,105
799,Nike Blazer Mid '77,105
800,Nike Blazer Mid '77,105
801,Nike Blazer Mid '77,105
802,Nike Blazer Mid '77,105
803,Nike Blazer Mid '77,105
804,Nike Blazer Mid '77,105
805,Nike Blazer Mid '77,105
806,Nike Blazer Mid '77,105
808,Nike Blazer Mid '77,105
809,Nike Blazer Mid '77,105
810,Nike Blazer Mid '77,105
813,Nike Blazer Mid '77,105
818,Nike Blazer Mid '77,105
823,Nike Blazer Mid '77,105
824,Nike Blazer Mid '77,105
828,Nike Blazer Mid '77,105
829,Nike Blazer Mid '77,105
830,Nike Blazer Mid '77,105
832,Nike Blazer Mid '77,105
833,Nike Blazer Mid '77,105
835,Nike Blazer Mid '77,105
836,Nike Blazer Mid '77,105
837,Nike Blazer Mid '77,105
838,Nike Blazer Mid '77,105
839,Nike Blazer Mid '77,105
840,Nike Blazer Mid '77,105
841,Nike Blazer Mid '77,105
842,Nike Blazer Mid '77,105
848,Nike Blazer Mid '77,105
849,Nike Blazer Mid '77,105
851,Nike Blazer Mid '77,105
852,Nike Blazer Mid '77,105
858,Nike Blazer Mid '77,105
861,Nike Blazer Mid '77,105
866,Nike Blazer Mid '77,105
867,Nike Blazer Mid '77,105
869,Nike Blazer Mid '77,105
870,Nike Blazer Mid '77,105
875,Nike Blazer Mid '77,105
876,Nike Blazer Mid '77,105
879,Nike Blazer Mid '77,105
880,Nike Blazer Mid '77,105
881,Nike Blazer Mid '77,105
882,Nike Blazer Mid '77,105
885,Nike Blazer Mid '77,105
886,Nike Blazer Mid '77,105
888,Nike Blazer Mid '77,105
889,Nike Blazer Mid '77,105
891,Nike Blazer Mid '77,105
892,Nike Blazer Mid '77,105
893,Nike Blazer Mid '77,105
896,Nike Blazer Mid '77,105
897,Nike Blazer Mid '77,105
898,Nike Blazer Mid '77,105
899,Nike Blazer Mid '77,105
900,Nike Blazer Mid '77,105
901,Nike Blazer Mid '77,105
902,Nike Blazer Mid '77,105
903,Nike Blazer Mid '77,105
904,Nike Blazer Mid '77,105
905,Nike Blazer Mid '77,105
906,Nike Blazer Mid '77,105
907,Nike Blazer Mid '77,105
908,Nike Blazer Mid '77,105
909,Nike Blazer Mid '77,105
910,Nike Blazer Mid '77,105
911,Nike Blazer Mid '77,105
912,Nike Blazer Mid '77,105
913,Nike Blazer Mid '77,105
914,Nike Blazer Mid '77,105
915,Nike Blazer Mid '77,105
916,Nike Blazer Mid '77,105
917,Nike Blazer Mid '77,105
918,Nike Blazer Mid '77,105
919,Nike Blazer Mid '77,105
920,Nike Blazer Mid '77,105
921,Nike Blazer Mid '77,105
922,Nike Blazer Mid '77,105
923,Nike Blazer Mid '77,105
924,Nike Blazer Mid '77,105
926,Nike Blazer Mid '77,105
927,Nike Blazer Mid '77,105
928,Nike Blazer Mid '77,105
929,Nike Blazer Mid '77,105
930,Nike Blazer Mid '77,105
931,Nike Blazer Mid '77,105
932,Nike Blazer Mid '77,105
933,Nike Blazer Mid '77,105
934,Nike Blazer Mid '77,105
935,Nike Blazer Mid '77,105
936,Nike Blazer Mid '77,105
937,Nike Blazer Mid '77,105
938,Nike Blazer Mid '77,105
940,Nike Blazer Mid '77,105
941,Nike Blazer Mid '77,105
942,Nike Blazer Mid '77,105
943,Nike Blazer Mid '77,105
944,Nike Blazer Mid '77,105
945,Nike Blazer Mid '77,105
946,Nike Blazer Mid '77,105
947,Nike Blazer Mid '77,105
948,Nike Blazer Mid '77,105
949,Nike Blazer Mid '77,105
950,Nike Blazer Mid '77,105
951,Nike Blazer Mid '77,105
952,Nike Blazer Mid '77,105
953,Nike Blazer Mid '77,105
954,Nike Blazer Mid '77,105
955,Nike Blazer Mid '77,105
956,Nike Blazer Mid '77,105
959,Nike Blazer Mid '77,105
961,Nike Blazer Mid '77,105
963,Nike Blazer Mid '77,105
965,Nike Blazer Mid '77,105
968,Nike Blazer Mid '77,105
969,Nike Blazer Mid '77,105
970,Nike Blazer Mid '77,105
971,Nike Blazer Mid '77,105
973,Nike Blazer Mid '77,105
976,Nike Blazer Mid '77,105
979,Nike Blazer Mid '77,105
981,Nike Blazer Mid '77,105
982,Nike Blazer Mid '77,105
984,Nike Blazer Mid '77,105
986,Nike Blazer Mid '77,105
987,Nike Blazer Mid '77,105
988,Nike Blazer Mid '77,105
990,Nike Blazer Mid '77,105
991,Nike Blazer Mid '77,105
993,Nike Blazer Mid '77,105
994,Nike Blazer Mid '77,105
996,Nike Blazer Mid '77,105
998,Nike Blazer Mid '77,105
999,Nike Blazer Mid '77,105
1003,Nike Blazer Mid '77,105
1004,Nike Blazer Mid '77,105
1005,Nike Blazer Mid '77,105
1006,Nike Blazer Mid '77,105
1007,Nike Blazer Mid '77,105
1008,Nike Blazer Mid '77,105
1009,Nike Blazer Mid '77,105
1010,Nike Blazer Mid '77,105
1011,Nike Blazer Mid '77,105
1012,Nike Blazer Mid '77,105
1013,Nike Blazer Mid '77,105
1014,Nike Blazer Mid '77,105
1015,Nike Blazer Mid '77,105
1016,Nike Blazer Mid '77,105
1017,Nike Blazer Mid '77,105
1018,Nike Blazer Mid '77,105
1019,Nike Blazer Mid '77,105
1020,Nike Blazer Mid '77,105
1021,Nike Blazer Mid '77,105
1022,Nike Blazer Mid '77,105
1023,Nike Blazer Mid '77,105
1024,Nike Blazer Mid '77,105
1025,Nike Blazer Mid '77,105
1027,Nike Blazer Mid '77,105
1028,Nike Blazer Mid '77,105
1029,Nike Blazer Mid '77,105
1030,Nike Blazer Mid '77,105
1031,Nike Blazer Mid '77,105
1032,Nike Blazer Mid '77,105
1033,Nike Blazer Mid '77,105
1034,Nike Blazer Mid '77,105
1035,Nike Blazer Mid '77,105
1036,Nike Blazer Mid '77,105
1037,Nike Blazer Mid '77,105
1040,Nike Blazer Mid '77,105
1041,Nike Blazer Mid '77,105
1042,Nike Blazer Mid '77,105
1043,Nike Blazer Mid '77,105
1046,Nike Blazer Mid '77,105
1047,Nike Blazer Mid '77,105
1049,Nike Blazer Mid '77,105
1050,Nike Blazer Mid '77,105
1051,Nike Blazer Mid '77,105
1053,Nike Blazer Mid '77,105
1054,Nike Blazer Mid '77,105
1055,Nike Blazer Mid '77,105
1056,Nike Blazer Mid '77,105
1057,Nike Blazer Mid '77,105
1059,Nike Blazer Mid '77,105
1060,Nike Blazer Mid '77,105
1061,Nike Blazer Mid '77,105
1064,Nike Blazer Mid '77,105
1066,Nike Blazer Mid '77,105
1068,Nike Blazer Mid '77,105
1073,Nike Blazer Mid '77,105
1076,Nike Blazer Mid '77,105
1077,Nike Blazer Mid '77,105
1078,Nike Blazer Mid '77,105
1079,Nike Blazer Mid '77,105
1080,Nike Blazer Mid '77,105
1081,Nike Blazer Mid '77,105
1082,Nike Blazer Mid '77,105
1083,Nike Blazer Mid '77,105
1084,Nike Blazer Mid '77,105
1085,Nike Blazer Mid '77,105
1086,Nike Blazer Mid '77,105
1088,Nike Blazer Mid '77,105
1089,Nike Blazer Mid '77,105
1090,Nike Blazer Mid '77,105
1091,Nike Blazer Mid '77,105
1092,Nike Blazer Mid '77,105
1093,Nike Blazer Mid '77,105
1094,Nike Blazer Mid '77,105
1095,Nike Blazer Mid '77,105
1096,Nike Blazer Mid '77,105
1097,Nike Blazer Mid '77,105
1099,Nike Blazer Mid '77,105
1100,Nike Blazer Mid '77,105
1101,Nike Blazer Mid '77,105
1103,Nike Blazer Mid '77,105
1104,Nike Blazer Mid '77,105
1105,Nike Blazer Mid '77,105
1107,Nike Blazer Mid '77,105
1111,Nike Blazer Mid '77,105
1112,Nike Blazer Mid '77,105
1114,Nike Blazer Mid '77,105
1116,Nike Blazer Mid '77,105
1117,Nike Blazer Mid '77,105
1119,Nike Blazer Mid '77,105
1120,Nike Blazer Mid '77,105
1121,Nike Blazer Mid '77,105
1123,Nike Blazer Mid '77,105
1124,Nike Blazer Mid '77,105
1125,Nike Blazer Mid '77,105
1126,Nike Blazer Mid '77,105
1127,Nike Blazer Mid '77,105
1128,Nike Blazer Mid '77,105
